codigo,municipio,uf,ufTabela,populacao
2303501,Cascavel,Ceará,ceara,71743
1703909,Caseara,Tocantins,tocantins,5369
4304952,Caseiros,Rio Grande do Sul,riograndedosul,3202
3301306,Casimiro de Abreu,Rio de Janeiro,riodejaneiro,44184
2604155,Casinhas,Pernambuco,pernambuco,14341
2504157,Casserengue,Paraíba,paraiba,7468
3115102,Cássia,Minas Gerais,minasgerais,17740
3510906,Cássia dos Coqueiros,São Paulo,saopaulo,2523
5002902,Cassilândia,Mato Grosso do Sul,matogrossodosul,21939
1502400,Castanhal,Pará,para,200793
5102850,Castanheira,Mato Grosso,matogrosso,8729
1100908,Castanheiras,Rondônia,rondonia,3052
5205059,Castelândia,Goiás,goiais,3435
3201407,Castelo,Espírito Santo,espiritosanto,37534
2202604,Castelo do Piauí,Piauí,piaui,19716
3511003,Castilho,São Paulo,saopaulo,21006
4104907,Castro,Paraná,parana,71484
2907301,Castro Alves,Bahia,bahia,26264
3115300,Cataguases,Minas Gerais,minasgerais,75123
5205109,Catalão,Goiás,goiais,108823
3511102,Catanduva,São Paulo,saopaulo,121862
4204004,Catanduvas,Santa Catarina,santacatarina,10861
4105003,Catanduvas,Paraná,parana,10189
2303600,Catarina,Ceará,ceara,20698
3115359,Catas Altas,Minas Gerais,minasgerais,5376
3115409,Catas Altas da Noruega,Minas Gerais,minasgerais,3641
2604205,Catende,Pernambuco,pernambuco,42892
3511201,Catiguá,São Paulo,saopaulo,7804
2504207,Catingueira,Paraíba,paraiba,4932
2907400,Catolândia,Bahia,bahia,3577
2504306,Catolé do Rocha,Paraíba,paraiba,30546
2907509,Catu,Bahia,bahia,54704
4305009,Catuípe,Rio Grande do Sul,riograndedosul,8774
3115458,Catuji,Minas Gerais,minasgerais,6311
2303659,Catunda,Ceará,ceara,10342
5205208,Caturaí,Goiás,goiais,5070
2907558,Caturama,Bahia,bahia,9329
2504355,Caturité,Paraíba,paraiba,4852
3115474,Catuti,Minas Gerais,minasgerais,4986
2303709,Caucaia,Ceará,ceara,361400
5205307,Cavalcante,Goiás,goiais,9709
3115508,Caxambu,Minas Gerais,minasgerais,21656
4204103,Caxambu do Sul,Santa Catarina,santacatarina,3642
2103000,Caxias,Maranhão,maranhao,164880
4305108,Caxias do Sul,Rio Grande do Sul,riograndedosul,510906
2202653,Caxingó,Piauí,piaui,5424
2402600,Ceará-Mirim,Rio Grande do Norte,riograndedonorte,73497
2103109,Cedral,Maranhão,maranhao,10675
3511300,Cedral,São Paulo,saopaulo,9237
2303808,Cedro,Ceará,ceara,25557
2604304,Cedro,Pernambuco,pernambuco,11807
2801603,Cedro de São João,Sergipe,sergipe,5897
3115607,Cedro do Abaeté,Minas Gerais,minasgerais,1164
4204152,Celso Ramos,Santa Catarina,santacatarina,2728
1704105,Centenário,Tocantins,tocantins,2905
4305116,Centenário,Rio Grande do Sul,riograndedosul,2891
4105102,Centenário do Sul,Paraná,parana,10827
2907608,Central,Bahia,bahia,17266
3115706,Central de Minas,Minas Gerais,minasgerais,7032
2103125,Central do Maranhão,Maranhão,maranhao,8673
3115805,Centralina,Minas Gerais,minasgerais,10350
2103158,Centro do Guilherme,Maranhão,maranhao,13458
2103174,Centro Novo do Maranhão,Maranhão,maranhao,21622
1100056,Cerejeiras,Rondônia,rondonia,16323
5205406,Ceres,Goiás,goiais,22191
3511409,Cerqueira César,São Paulo,saopaulo,19985
3511508,Cerquilho,São Paulo,saopaulo,48949
4305124,Cerrito,Rio Grande do Sul,riograndedosul,6091
4105201,Cerro Azul,Paraná,parana,17779
4305132,Cerro Branco,Rio Grande do Sul,riograndedosul,4691
2402709,Cerro Corá,Rio Grande do Norte,riograndedonorte,11179
4305157,Cerro Grande,Rio Grande do Sul,riograndedosul,2311
4305173,Cerro Grande do Sul,Rio Grande do Sul,riograndedosul,12239
4305207,Cerro Largo,Rio Grande do Sul,riograndedosul,14133
4204178,Cerro Negro,Santa Catarina,santacatarina,3124
3511607,Cesário Lange,São Paulo,saopaulo,18148
4105300,Céu Azul,Paraná,parana,11765
5205455,Cezarina,Goiás,goiais,8606
2604403,Chã de Alegria,Pernambuco,pernambuco,13518
2604502,Chã Grande,Pernambuco,pernambuco,21698
2701902,Chã Preta,Alagoas,alagoas,7311
3115904,Chácara,Minas Gerais,minasgerais,3154
3116001,Chalé,Minas Gerais,minasgerais,5704
4305306,Chapada,Rio Grande do Sul,riograndedosul,9269
1705102,Chapada da Natividade,Tocantins,tocantins,3333
1704600,Chapada de Areia,Tocantins,tocantins,1406
3116100,Chapada do Norte,Minas Gerais,minasgerais,15356
5103007,Chapada dos Guimarães,Mato Grosso,matogrosso,19752
3116159,Chapada Gaúcha,Minas Gerais,minasgerais,13680
5205471,Chapadão do Céu,Goiás,goiais,10167
4204194,Chapadão do Lageado,Santa Catarina,santacatarina,2988
5002951,Chapadão do Sul,Mato Grosso do Sul,matogrossodosul,25218
2103208,Chapadinha,Maranhão,maranhao,79675
4204202,Chapecó,Santa Catarina,santacatarina,220367
3511706,Charqueada,São Paulo,saopaulo,17190
4305355,Charqueadas,Rio Grande do Sul,riograndedosul,40789
4305371,Charrua,Rio Grande do Sul,riograndedosul,3279
2303907,Chaval,Ceará,ceara,13069
3557204,Chavantes,São Paulo,saopaulo,12418
1502509,Chaves,Pará,para,23717
3116209,Chiador,Minas Gerais,minasgerais,2687
4305405,Chiapetta,Rio Grande do Sul,riograndedosul,3756
4105409,Chopinzinho,Paraná,parana,19254
2303931,Choró,Ceará,ceara,13521
2303956,Chorozinho,Ceará,ceara,20264
2907707,Chorrochó,Bahia,bahia,11177
4305439,Chuí,Rio Grande do Sul,riograndedosul,6704
1100924,Chupinguaia,Rondônia,rondonia,11182
4305447,Chuvisca,Rio Grande do Sul,riograndedosul,5441
4105508,Cianorte,Paraná,parana,82620
2907806,Cícero Dantas,Bahia,bahia,32515
4105607,Cidade Gaúcha,Paraná,parana,12652
5205497,Cidade Ocidental,Goiás,goiais,71376
2103257,Cidelândia,Maranhão,maranhao,14697
4305454,Cidreira,Rio Grande do Sul,riograndedosul,16254
2907905,Cipó,Bahia,bahia,17300
3116308,Cipotânea,Minas Gerais,minasgerais,6787
4305504,Ciríaco,Rio Grande do Sul,riograndedosul,4747
3116407,Claraval,Minas Gerais,minasgerais,4843
3116506,Claro dos Poções,Minas Gerais,minasgerais,7551
5103056,Cláudia,Mato Grosso,matogrosso,12149
3116605,Cláudio,Minas Gerais,minasgerais,28617
3511904,Clementina,São Paulo,saopaulo,8617
4105706,Clevelândia,Paraná,parana,16559
2908002,Coaraci,Bahia,bahia,16993
1301209,Coari,Amazonas,amazonas,85097
2202703,Cocal,Piauí,piaui,27787
2202711,Cocal de Telha,Piauí,piaui,4891
4204251,Cocal do Sul,Santa Catarina,santacatarina,16684
2202729,Cocal dos Alves,Piauí,piaui,6153
5103106,Cocalinho,Mato Grosso,matogrosso,5700
5205513,Cocalzinho de Goiás,Goiás,goiais,20240
2908101,Cocos,Bahia,bahia,18777
1301308,Codajás,Amazonas,amazonas,28637
2103307,Codó,Maranhão,maranhao,122859
2103406,Coelho Neto,Maranhão,maranhao,49435
3116704,Coimbra,Minas Gerais,minasgerais,7556
2702009,Coité do Noia,Alagoas,alagoas,10693
2202737,Coivaras,Piauí,piaui,4020
1502608,Colares,Pará,para,12085
3201506,Colatina,Espírito Santo,espiritosanto,122499
5103205,Colíder,Mato Grosso,matogrosso,33438
3512001,Colina,São Paulo,saopaulo,18468
2103505,Colinas,Maranhão,maranhao,41178
4305587,Colinas,Rio Grande do Sul,riograndedosul,2438
5205521,Colinas do Sul,Goiás,goiais,3382
1705508,Colinas do Tocantins,Tocantins,tocantins,35424
1716703,Colméia,Tocantins,tocantins,8205
5103254,Colniza,Mato Grosso,matogrosso,38582
3512100,Colômbia,São Paulo,saopaulo,6210
4105805,Colombo,Paraná,parana,243726
2202752,Colônia do Gurgueia,Piauí,piaui,6484
2202778,Colônia do Piauí,Piauí,piaui,7656
2702108,Colônia Leopoldina,Alagoas,alagoas,21698
4105904,Colorado,Paraná,parana,24012
4305603,Colorado,Rio Grande do Sul,riograndedosul,3175
1100064,Colorado do Oeste,Rondônia,rondonia,15882
3116803,Coluna,Minas Gerais,minasgerais,8873
1705557,Combinado,Tocantins,tocantins,4852
3116902,Comendador Gomes,Minas Gerais,minasgerais,3111
3300951,Comendador Levy Gasparian,Rio de Janeiro,riodejaneiro,8561
3117009,Comercinho,Minas Gerais,minasgerais,6929
5103304,Comodoro,Mato Grosso,matogrosso,20763
2504405,Conceição,Paraíba,paraiba,18982
3117108,Conceição da Aparecida,Minas Gerais,minasgerais,10292
3201605,Conceição da Barra,Espírito Santo,espiritosanto,31063
3115201,Conceição da Barra de Minas,Minas Gerais,minasgerais,3954
2908200,Conceição da Feira,Bahia,bahia,22581
3117306,Conceição das Alagoas,Minas Gerais,minasgerais,27893
3117207,Conceição das Pedras,Minas Gerais,minasgerais,2812
3117405,Conceição de Ipanema,Minas Gerais,minasgerais,4574
3301405,Conceição de Macabu,Rio de Janeiro,riodejaneiro,23228
2908309,Conceição do Almeida,Bahia,bahia,17247
1502707,Conceição do Araguaia,Pará,para,47864
2202802,Conceição do Canindé,Piauí,piaui,4803
3201704,Conceição do Castelo,Espírito Santo,espiritosanto,12723
2908408,Conceição do Coité,Bahia,bahia,66612
2908507,Conceição do Jacuípe,Bahia,bahia,33153
2103554,Conceição do Lago Açu,Maranhão,maranhao,16237
3117504,Conceição do Mato Dentro,Minas Gerais,minasgerais,17842
3117603,Conceição do Pará,Minas Gerais,minasgerais,5507
3117702,Conceição do Rio Verde,Minas Gerais,minasgerais,13638
1705607,Conceição do Tocantins,Tocantins,tocantins,4105
3117801,Conceição dos Ouros,Minas Gerais,minasgerais,11638
3512209,Conchal,São Paulo,saopaulo,28050
3512308,Conchas,São Paulo,saopaulo,17896
4204301,Concórdia,Santa Catarina,santacatarina,74641
1502756,Concórdia do Pará,Pará,para,33318
2604601,Condado,Pernambuco,pernambuco,26421
2504504,Condado,Paraíba,paraiba,6654
2908606,Conde,Bahia,bahia,25837
2504603,Conde,Paraíba,paraiba,24670
2908705,Condeúba,Bahia,bahia,17247
4305702,Condor,Rio Grande do Sul,riograndedosul,6753
3117836,Cônego Marinho,Minas Gerais,minasgerais,7642
3117876,Confins,Minas Gerais,minasgerais,6730
5103353,Confresa,Mato Grosso,matogrosso,30933
2504702,Congo,Paraíba,paraiba,4786
3117900,Congonhal,Minas Gerais,minasgerais,11950
3118007,Congonhas,Minas Gerais,minasgerais,54762
3118106,Congonhas do Norte,Minas Gerais,minasgerais,5045
4106001,Congonhinhas,Paraná,parana,8818
3118205,Conquista,Minas Gerais,minasgerais,6939
5103361,Conquista d'Oeste,Mato Grosso,matogrosso,4038
3118304,Conselheiro Lafaiete,Minas Gerais,minasgerais,128589
4106100,Conselheiro Mairinck,Paraná,parana,3860
3118403,Conselheiro Pena,Minas Gerais,minasgerais,22921
3118502,Consolação,Minas Gerais,minasgerais,1783
4305801,Constantina,Rio Grande do Sul,riograndedosul,9911
3118601,Contagem,Minas Gerais,minasgerais,663855
4106209,Contenda,Paraná,parana,18584
2908804,Contendas do Sincorá,Bahia,bahia,4066
3118700,Coqueiral,Minas Gerais,minasgerais,9159
4305835,Coqueiro Baixo,Rio Grande do Sul,riograndedosul,1501
2702207,Coqueiro Seco,Alagoas,alagoas,5845
4305850,Coqueiros do Sul,Rio Grande do Sul,riograndedosul,2306
3118809,Coração de Jesus,Minas Gerais,minasgerais,26602
2908903,Coração de Maria,Bahia,bahia,22605
4106308,Corbélia,Paraná,parana,17071
3301504,Cordeiro,Rio de Janeiro,riodejaneiro,21926
3512407,Cordeirópolis,São Paulo,saopaulo,24528
2909000,Cordeiros,Bahia,bahia,8614
4204350,Cordilheira Alta,Santa Catarina,santacatarina,4453
3118908,Cordisburgo,Minas Gerais,minasgerais,8890
3119005,Cordislândia,Minas Gerais,minasgerais,3538
2304004,Coreaú,Ceará,ceara,23136
2504801,Coremas,Paraíba,paraiba,15445
5003108,Corguinho,Mato Grosso do Sul,matogrossodosul,5947
2909109,Coribe,Bahia,bahia,14194
3119104,Corinto,Minas Gerais,minasgerais,23731
4106407,Cornélio Procópio,Paraná,parana,47845
3119203,Coroaci,Minas Gerais,minasgerais,9991
3512506,Coroados,São Paulo,saopaulo,6058
2103604,Coroatá,Maranhão,maranhao,65296
3119302,Coromandel,Minas Gerais,minasgerais,27974
4305871,Coronel Barros,Rio Grande do Sul,riograndedosul,2519
4305900,Coronel Bicaco,Rio Grande do Sul,riograndedosul,7325
4106456,Coronel Domingos Soares,Paraná,parana,7497
2402808,Coronel Ezequiel,Rio Grande do Norte,riograndedonorte,5506
3119401,Coronel Fabriciano,Minas Gerais,minasgerais,109855
4204400,Coronel Freitas,Santa Catarina,santacatarina,9981
2402907,Coronel João Pessoa,Rio Grande do Norte,riograndedonorte,4912
2909208,Coronel João Sá,Bahia,bahia,15895
2202851,Coronel José Dias,Piauí,piaui,4682
3512605,Coronel Macedo,São Paulo,saopaulo,4681
4204459,Coronel Martins,Santa Catarina,santacatarina,2549
3119500,Coronel Murta,Minas Gerais,minasgerais,9222
3119609,Coronel Pacheco,Minas Gerais,minasgerais,3086
4305934,Coronel Pilar,Rio Grande do Sul,riograndedosul,1628
5003157,Coronel Sapucaia,Mato Grosso do Sul,matogrossodosul,15253
4106506,Coronel Vivida,Paraná,parana,20734
3119708,Coronel Xavier Chaves,Minas Gerais,minasgerais,3434
3119807,Córrego Danta,Minas Gerais,minasgerais,3215
3119906,Córrego do Bom Jesus,Minas Gerais,minasgerais,3704
5205703,Córrego do Ouro,Goiás,goiais,2327
3119955,Córrego Fundo,Minas Gerais,minasgerais,6337
3120003,Córrego Novo,Minas Gerais,minasgerais,2771
4204558,Correia Pinto,Santa Catarina,santacatarina,12795
2202901,Corrente,Piauí,piaui,26644
2604700,Correntes,Pernambuco,pernambuco,18207
2909307,Correntina,Bahia,bahia,32137
2604809,Cortês,Pernambuco,pernambuco,12578
5003207,Corumbá,Mato Grosso do Sul,matogrossodosul,111435
5205802,Corumbá de Goiás,Goiás,goiais,11110
5205901,Corumbaíba,Goiás,goiais,9723
3512704,Corumbataí,São Paulo,saopaulo,4055
4106555,Corumbataí do Sul,Paraná,parana,3219
1100072,Corumbiara,Rondônia,rondonia,7391
4204509,Corupá,Santa Catarina,santacatarina,15909
2702306,Coruripe,Alagoas,alagoas,56933
3512803,Cosmópolis,São Paulo,saopaulo,72252
3512902,Cosmorama,São Paulo,saopaulo,7307
1100080,Costa Marques,Rondônia,rondonia,18331
5003256,Costa Rica,Mato Grosso do Sul,matogrossodosul,20823
2909406,Cotegipe,Bahia,bahia,13782
3513009,Cotia,São Paulo,saopaulo,249210
4305959,Cotiporã,Rio Grande do Sul,riograndedosul,3853
5103379,Cotriguaçu,Mato Grosso,matogrosso,19750
1706001,Couto de Magalhães,Tocantins,tocantins,5588
3120102,Couto de Magalhães de Minas,Minas Gerais,minasgerais,4410
4305975,Coxilha,Rio Grande do Sul,riograndedosul,2756
5003306,Coxim,Mato Grosso do Sul,matogrossodosul,33543
2504850,Coxixola,Paraíba,paraiba,1921
2702355,Craíbas,Alagoas,alagoas,24219
2304103,Crateús,Ceará,ceara,75074
2304202,Crato,Ceará,ceara,132123
3513108,Cravinhos,São Paulo,saopaulo,35292
2909505,Cravolândia,Bahia,bahia,5349
4204608,Criciúma,Santa Catarina,santacatarina,215186
3120151,Crisólita,Minas Gerais,minasgerais,6704
2909604,Crisópolis,Bahia,bahia,21103
4306007,Crissiumal,Rio Grande do Sul,riograndedosul,13448
3120201,Cristais,Minas Gerais,minasgerais,12798
3513207,Cristais Paulista,São Paulo,saopaulo,8631
4306056,Cristal,Rio Grande do Sul,riograndedosul,8009
4306072,Cristal do Sul,Rio Grande do Sul,riograndedosul,2847
1706100,Cristalândia,Tocantins,tocantins,7289
2203008,Cristalândia do Piauí,Piauí,piaui,8294
3120300,Cristália,Minas Gerais,minasgerais,5971
5206206,Cristalina,Goiás,goiais,58997
3120409,Cristiano Otoni,Minas Gerais,minasgerais,5150
5206305,Cristianópolis,Goiás,goiais,2966
3120508,Cristina,Minas Gerais,minasgerais,10242
2801702,Cristinápolis,Sergipe,sergipe,17874
2203107,Cristino Castro,Piauí,piaui,10423
2909703,Cristópolis,Bahia,bahia,13910
5206404,Crixás,Goiás,goiais,16949
1706258,Crixás do Tocantins,Tocantins,tocantins,1722
2304236,Croatá,Ceará,ceara,18063
5206503,Cromínia,Goiás,goiais,3486
3120607,Crucilândia,Minas Gerais,minasgerais,5034
2304251,Cruz,Ceará,ceara,24827
4306106,Cruz Alta,Rio Grande do Sul,riograndedosul,60299
2909802,Cruz das Almas,Bahia,bahia,63239
2504900,Cruz do Espírito Santo,Paraíba,paraiba,17319
4106803,Cruz Machado,Paraná,parana,18708
3513306,Cruzália,São Paulo,saopaulo,2073
4306130,Cruzaltense,Rio Grande do Sul,riograndedosul,1833
3513405,Cruzeiro,São Paulo,saopaulo,82238
3120706,Cruzeiro da Fortaleza,Minas Gerais,minasgerais,3626
4106571,Cruzeiro do Iguaçu,Paraná,parana,4252
4106605,Cruzeiro do Oeste,Paraná,parana,20932
1200203,Cruzeiro do Sul,Acre,acre,88376
4306205,Cruzeiro do Sul,Rio Grande do Sul,riograndedosul,12348
4106704,Cruzeiro do Sul,Paraná,parana,4469
2403004,Cruzeta,Rio Grande do Norte,riograndedonorte,7998
3120805,Cruzília,Minas Gerais,minasgerais,15417
4106852,Cruzmaltina,Paraná,parana,2950
3513504,Cubatão,São Paulo,saopaulo,130705
2505006,Cubati,Paraíba,paraiba,7797
5103403,Cuiabá,Mato Grosso,matogrosso,612547
2505105,Cuité,Paraíba,paraiba,20338
2505238,Cuité de Mamanguape,Paraíba,paraiba,6353
2505204,Cuitegi,Paraíba,paraiba,6803
1100940,Cujubim,Rondônia,rondonia,25215
5206602,Cumari,Goiás,goiais,2854
2604908,Cumaru,Pernambuco,pernambuco,10906
1502764,Cumaru do Norte,Pará,para,13473
2801900,Cumbe,Sergipe,sergipe,3987
3513603,Cunha,São Paulo,saopaulo,21547
4204707,Cunha Porã,Santa Catarina,santacatarina,11086
4204756,Cunhataí,Santa Catarina,santacatarina,1962
3120839,Cuparaque,Minas Gerais,minasgerais,4982
2605004,Cupira,Pernambuco,pernambuco,24107
2909901,Curaçá,Bahia,bahia,34700
2203206,Curimatá,Piauí,piaui,11388
1502772,Curionópolis,Pará,para,17929
4106902,Curitiba,Paraná,parana,1933105
4204806,Curitibanos,Santa Catarina,santacatarina,39745
4107009,Curiúva,Paraná,parana,15101
2203230,Currais,Piauí,piaui,4954
2403103,Currais Novos,Rio Grande do Norte,riograndedonorte,44786
2505279,Curral de Cima,Paraíba,paraiba,5227
3120870,Curral de Dentro,Minas Gerais,minasgerais,7729
2203271,Curral Novo do Piauí,Piauí,piaui,5343
2505303,Curral Velho,Paraíba,paraiba,2516
1502806,Curralinho,Pará,para,34448
2203255,Curralinhos,Piauí,piaui,4443
1502855,Curuá,Pará,para,14393
1502905,Curuçá,Pará,para,40066
2103703,Cururupu,Maranhão,maranhao,32695
5103437,Curvelândia,Mato Grosso,matogrosso,5219
3120904,Curvelo,Minas Gerais,minasgerais,80129
2605103,Custódia,Pernambuco,pernambuco,37111
1600212,Cutias,Amapá,amapa,5983
5206701,Damianópolis,Goiás,goiais,3311
2505352,Damião,Paraíba,paraiba,5330
5206800,Damolândia,Goiás,goiais,2938
1706506,Darcinópolis,Tocantins,tocantins,6097
2910008,Dário Meira,Bahia,bahia,10710
3121001,Datas,Minas Gerais,minasgerais,5410
4306304,David Canabarro,Rio Grande do Sul,riograndedosul,4740
2103752,Davinópolis,Maranhão,maranhao,12908
5206909,Davinópolis,Goiás,goiais,2094
3121100,Delfim Moreira,Minas Gerais,minasgerais,8025
3121209,Delfinópolis,Minas Gerais,minasgerais,7114
2702405,Delmiro Gouveia,Alagoas,alagoas,52016
3121258,Delta,Minas Gerais,minasgerais,10533
2203305,Demerval Lobão,Piauí,piaui,13817
5103452,Denise,Mato Grosso,matogrosso,9462
5003454,Deodápolis,Mato Grosso do Sul,matogrossodosul,12924
2304269,Deputado Irapuan Pinheiro,Ceará,ceara,9625
4306320,Derrubadas,Rio Grande do Sul,riograndedosul,2805
3513702,Descalvado,São Paulo,saopaulo,33718
4204905,Descanso,Santa Catarina,santacatarina,8250
3121308,Descoberto,Minas Gerais,minasgerais,5013
2505402,Desterro,Paraíba,paraiba,8297
3121407,Desterro de Entre Rios,Minas Gerais,minasgerais,7243
3121506,Desterro do Melo,Minas Gerais,minasgerais,2901
4306353,Dezesseis de Novembro,Rio Grande do Sul,riograndedosul,2427
3513801,Diadema,São Paulo,saopaulo,423884
2505600,Diamante,Paraíba,paraiba,6552
4107157,Diamante d'Oeste,Paraná,parana,5253
4107108,Diamante do Norte,Paraná,parana,5087
4107124,Diamante do Sul,Paraná,parana,3439
3121605,Diamantina‎,Minas Gerais,minasgerais,47723
5103502,Diamantino,Mato Grosso,matogrosso,22041
1707009,Dianópolis,Tocantins,tocantins,22139
2910057,Dias d'Ávila,Bahia,bahia,81089
4306379,Dilermando de Aguiar,Rio Grande do Sul,riograndedosul,3014
3121704,Diogo de Vasconcelos,Minas Gerais,minasgerais,3802
3121803,Dionísio,Minas Gerais,minasgerais,7729
4205001,Dionísio Cerqueira,Santa Catarina,santacatarina,15498
5207105,Diorama,Goiás,goiais,2484
3513850,Dirce Reis,São Paulo,saopaulo,1793
2203354,Dirceu Arcoverde,Piauí,piaui,7011
2802007,Divina Pastora,Sergipe,sergipe,5138
3121902,Divinésia,Minas Gerais,minasgerais,3417
3122009,Divino,Minas Gerais,minasgerais,19931
3122108,Divino das Laranjeiras,Minas Gerais,minasgerais,4979
3201803,Divino de São Lourenço,Espírito Santo,espiritosanto,4304
3513900,Divinolândia,São Paulo,saopaulo,11146
3122207,Divinolândia de Minas,Minas Gerais,minasgerais,7571
3122306,Divinópolis,Minas Gerais,minasgerais,238230
5208301,Divinópolis de Goiás,Goiás,goiais,4804
1707108,Divinópolis do Tocantins,Tocantins,tocantins,6900
3122355,Divisa Alegre,Minas Gerais,minasgerais,6786
3122405,Divisa Nova,Minas Gerais,minasgerais,6011
3122454,Divisópolis,Minas Gerais,minasgerais,11019
3514007,Dobrada,São Paulo,saopaulo,8929
3514106,Dois Córregos,São Paulo,saopaulo,27315
4306403,Dois Irmãos,Rio Grande do Sul,riograndedosul,32671
4306429,Dois Irmãos das Missões,Rio Grande do Sul,riograndedosul,2026
5003488,Dois Irmãos do Buriti,Mato Grosso do Sul,matogrossodosul,11385
1707207,Dois Irmãos do Tocantins,Tocantins,tocantins,7198
4306452,Dois Lajeados,Rio Grande do Sul,riograndedosul,3400
2702504,Dois Riachos,Alagoas,alagoas,11075
4107207,Dois Vizinhos,Paraná,parana,40641
3514205,Dolcinópolis,São Paulo,saopaulo,2115
5103601,Dom Aquino,Mato Grosso,matogrosso,8178
2910107,Dom Basílio,Bahia,bahia,12199
3122470,Dom Bosco,Minas Gerais,minasgerais,3677
3122504,Dom Cavati,Minas Gerais,minasgerais,5072
1502939,Dom Eliseu,Pará,para,59719
2203404,Dom Expedito Lopes,Piauí,piaui,6904
4306502,Dom Feliciano,Rio Grande do Sul,riograndedosul,15414
2203453,Dom Inocêncio,Piauí,piaui,9556
3122603,Dom Joaquim,Minas Gerais,minasgerais,4195
2910206,Dom Macedo Costa,Bahia,bahia,4058
4306601,Dom Pedrito,Rio Grande do Sul,riograndedosul,38461
2103802,Dom Pedro,Maranhão,maranhao,23350
4306551,Dom Pedro de Alcântara,Rio Grande do Sul,riograndedosul,2534
3122702,Dom Silvério,Minas Gerais,minasgerais,5237
3122801,Dom Viçoso,Minas Gerais,minasgerais,3001
3201902,Domingos Martins,Espírito Santo,espiritosanto,33850
2203420,Domingos Mourão,Piauí,piaui,4355
4205100,Dona Emma,Santa Catarina,santacatarina,4146
3122900,Dona Eusébia,Minas Gerais,minasgerais,6572
4306700,Dona Francisca,Rio Grande do Sul,riograndedosul,3041
2505709,Dona Inês,Paraíba,paraiba,10453
3123007,Dores de Campos,Minas Gerais,minasgerais,10153
3123106,Dores de Guanhães,Minas Gerais,minasgerais,5169
3123205,Dores do Indaiá,Minas Gerais,minasgerais,13483
3202009,Dores do Rio Preto,Espírito Santo,espiritosanto,6749
3123304,Dores do Turvo,Minas Gerais,minasgerais,4259
3123403,Doresópolis,Minas Gerais,minasgerais,1527
2605152,Dormentes,Pernambuco,pernambuco,18908
4107256,Douradina,Paraná,parana,8747
5003504,Douradina,Mato Grosso do Sul,matogrossodosul,5924
3514304,Dourado,São Paulo,saopaulo,8873
3123502,Douradoquara,Minas Gerais,minasgerais,1908
5003702,Dourados,Mato Grosso do Sul,matogrossodosul,222949
4107306,Doutor Camargo,Paraná,parana,5979
4306734,Doutor Maurício Cardoso,Rio Grande do Sul,riograndedosul,4549
4205159,Doutor Pedrinho,Santa Catarina,santacatarina,4064
4306759,Doutor Ricardo,Rio Grande do Sul,riograndedosul,1983
2403202,Doutor Severiano,Rio Grande do Norte,riograndedonorte,7076
4128633,Doutor Ulysses,Paraná,parana,5580
5207253,Doverlândia,Goiás,goiais,7322
3514403,Dracena,São Paulo,saopaulo,46793
3514502,Duartina,São Paulo,saopaulo,12445
3301603,Duas Barras,Rio de Janeiro,riodejaneiro,11492
2505808,Duas Estradas,Paraíba,paraiba,3596
1707306,Dueré,Tocantins,tocantins,4686
3514601,Dumont,São Paulo,saopaulo,9868
2103901,Duque Bacelar,Maranhão,maranhao,11349
3301702,Duque de Caxias,Rio de Janeiro,riodejaneiro,919596
3123528,Durandé,Minas Gerais,minasgerais,7841
3514700,Echaporã,São Paulo,saopaulo,6102
3202108,Ecoporanga,Espírito Santo,espiritosanto,22923
5207352,Edealina,Goiás,goiais,3699
5207402,Edéia,Goiás,goiais,12372
1301407,Eirunepé,Amazonas,amazonas,35273
3514809,Eldorado,São Paulo,saopaulo,15494
5003751,Eldorado,Mato Grosso do Sul,matogrossodosul,12353
4306767,Eldorado do Sul,Rio Grande do Sul,riograndedosul,41285
1502954,Eldorado dos Carajás,Pará,para,33808
2203503,Elesbão Veloso,Piauí,piaui,14602
3514908,Elias Fausto,São Paulo,saopaulo,17772
2203602,Eliseu Martins,Piauí,piaui,4915
3514924,Elisiário,São Paulo,saopaulo,3651
2910305,Elísio Medrado,Bahia,bahia,8122
3123601,Elói Mendes,Minas Gerais,minasgerais,28076
2505907,Emas,Paraíba,paraiba,3522
3514957,Embaúba,São Paulo,saopaulo,2452
3515004,Embu das Artes,São Paulo,saopaulo,273726
3515103,Embu-Guaçu,São Paulo,saopaulo,69385
3515129,Emilianópolis,São Paulo,saopaulo,3214
4306809,Encantado,Rio Grande do Sul,riograndedosul,22706
2403301,Encanto,Rio Grande do Norte,riograndedonorte,5638
2910404,Encruzilhada,Bahia,bahia,17006
4306908,Encruzilhada do Sul,Rio Grande do Sul,riograndedosul,25877
4107405,Enéas Marques,Paraná,parana,5961
4107504,Engenheiro Beltrão,Paraná,parana,14000
3123700,Engenheiro Caldas,Minas Gerais,minasgerais,11134
3515152,Engenheiro Coelho,São Paulo,saopaulo,20773
3123809,Engenheiro Navarro,Minas Gerais,minasgerais,7242
3301801,Engenheiro Paulo de Frontin,Rio de Janeiro,riodejaneiro,14002
4306924,Engenho Velho,Rio Grande do Sul,riograndedosul,1034
3123858,Entre Folhas,Minas Gerais,minasgerais,5370
2910503,Entre Rios,Bahia,bahia,41780
4205175,Entre Rios,Santa Catarina,santacatarina,3203
3123908,Entre Rios de Minas,Minas Gerais,minasgerais,15298
4107538,Entre Rios do Oeste,Paraná,parana,4539
